A0AVT1	O15205	1
A0AVT1	P0CG48	1
A0AVT1	Q96QD9	1
A0AVT1	Q9H832	1
A0JLT2	A0JLT2	1
A0JLT2	O60244	1
A0JLT2	O75448	1
A0JLT2	O75586	1
A0JLT2	O95402	1
A0JLT2	P19388	1
A0JLT2	P24863	1
A0JLT2	P24928	1
A0JLT2	P30876	1
A0JLT2	P36954	1
A0JLT2	P52434	1
A0JLT2	P53803	1
A0JLT2	P61218	1
A0JLT2	P62487	1
A0JLT2	Q13503	1
A0JLT2	Q15648	1
A0JLT2	Q6P2C8	1
A0JLT2	Q71F56	1
A0JLT2	Q96HR3	1
A0JLT2	Q9BTT4	1
A0JLT2	Q9BUE0	1
A0JLT2	Q9H944	1
A0JLT2	Q9NPJ6	1
A0JLT2	Q9NVC6	1
A0JLT2	Q9NWA0	1
A0JLT2	Q9NX70	1
A0JLT2	Q9P086	1
A0JLT2	Q9UHV7	1
A0JLT2	Q9ULK4	1
A0JLT2	Q9Y2X0	1
A0JNW5	P49356	1
A0JNW5	Q7L591	1
A0JNW5	Q8WUE5	1
A0MZ66	A0MZ66	1
A0MZ66	P62508	1
A0MZ66	Q8IV03	1
A0MZ66	Q9NP64	1
A0PJZ3	P22087	1
A1A4S6	Q9UNA1	1
A1A4S6	Q9Y426	1
A1A519	Q2KHR3	1
A1A519	Q8NBT2	1
A1A519	Q93009	1
A1A519	Q96DF8	1
A1A5C7	O00214	1
A1A5D9	Q6P597	1
A1L162	O75367	1
A1L390	Q9NQW6	1
A1L443	P62993	1
A1L443	Q8NDC4	1
A1L443	Q9UQR1	1
A1L4K1	P10768	1
A1L4K1	Q6P1J9	1
A1L4K1	Q86VK4	1
A1L4K1	Q86YD7	1
A1L4K1	Q8TAU3	1
A1L4K1	Q8TD31	1
A1L4K1	Q9H0A9	1
A1L4K1	Q9H0E9	1
A1L4K1	Q9P0T4	1
A1L4K1	Q9Y3B7	1
A2A3K4	P67775	1
A2A3K4	Q9UK99	1
A2RRP1	O43752	1
A2RRP1	Q86Y82	1
A2RRP1	Q9NZ43	1
A2RRP1	Q9P2W9	1
A2RRP1	Q9UEU0	1
A2RU14	P12004	1
A2RU14	Q5T700	1
A2RU49	Q9NPF4	1
A2RU67	Q86Y82	1
A2RUC4	A5A3E0	1
A2RUC4	O15400	1
A2RUC4	O95478	1
A2RUC4	P20036	1
A2RUC4	Q8TCB7	1
A2RUC4	Q9NZ43	1
A2RUH7	Q9Y2H5	1
A2RUU4	Q9NV35	1
A2VCK2	Q13643	1
A3KMH1	P18075	1
A3KMH1	Q8N5Y8	1
A3KMH1	Q8N8Q3	1
A3KMH1	Q9BQG2	1
A3KMH1	Q9Y240	1
A4D161	Q9UNH7	1
A4D1E9	P57723	1
A4D1E9	Q5JR59	1
A4D1S0	O76003	1
A4D1S0	P20036	1
A4D1U4	O43493	1
A4D1U4	Q9Y337	1
A4FU01	Q13496	1
A4FU01	Q3ZCQ8	1
A5A3E0	O00602	1
A5A3E0	O60663	1
A5A3E0	P16473	1
A5A3E0	Q14565	1
A5A3E0	Q7KYR7	1
A5A3E0	Q92185	1
A5A3E0	Q9NUC0	1
A5D8V6	O00308	1
A5D8V6	O14964	1
A5D8V6	O60504	1
A5D8V6	O75886	1
A5D8V6	O94875	1
A5D8V6	P35638	1
