D6VTK4	D6VTK4	1
D6VTK4	P39517	1
D6W196	Q07807	1
O13329	O13329	1
O13329	P39517	1
O13516	Q06512	1
O13525	P27680	1
O13539	O13539	1
O13539	P39517	1
O13539	Q07478	1
O13547	P39517	1
O13563	O94742	1
O13563	P22141	1
O13563	P32505	1
O13563	P32565	1
O13563	P33297	1
O14455	P39517	1
O14467	P13393	1
O60200	P35200	1
O74700	O74700	1
O74700	Q12328	1
O94742	P22141	1
O94742	P32565	1
O94742	P40016	1
P00044	P00431	1
P00044	P39517	1
P00127	P07256	1
P00127	P07257	1
P00358	P02829	1
P00358	P23595	1
P00358	P38886	1
P00401	P00410	1
P00401	P00427	1
P00401	P02381	1
P00401	P04037	1
P00401	P04039	1
P00401	P07256	1
P00401	P10174	1
P00401	P39103	1
P00401	P40452	1
P00401	P53266	1
P00401	Q04935	1
P00401	Q3E7B2	1
P00410	P04037	1
P00420	P00401	1
P00420	P00410	1
P00420	P00427	1
P00420	P00854	1
P00420	P04037	1
P00420	P04039	1
P00420	P10174	1
P00420	P32335	1
P00420	P32799	1
P00420	P39103	1
P00420	P39952	1
P00420	Q03713	1
P00420	Q04935	1
P00424	P04037	1
P00424	P53266	1
P00427	P00410	1
P00427	P07256	1
P00427	P53266	1
P00431	P00431	1
P00431	P39517	1
P00447	P00447	1
P00546	P02829	1
P00546	P04050	1
P00546	P09119	1
P00546	P13365	1
P00546	P20438	1
P00546	P24868	1
P00546	P24870	1
P00546	P24871	1
P00546	P30283	1
P00546	P32944	1
P00546	P38634	1
P00546	P39692	1
P00546	P53064	1
P00549	P00549	1
P00560	P00560	1
P00560	P02829	1
P00560	P22336	1
P00560	P38886	1
P00560	P39517	1
P00560	P43588	1
P00572	Q07807	1
P00729	P32361	1
P00729	Q08109	1
P00729	Q99220	1
P00815	P39517	1
P00815	P53233	1
P00817	P02829	1
P00817	P06787	1
P00817	P39517	1
P00817	P43588	1
P00817	P51862	1
P00817	Q06412	1
P00817	Q07622	1
P00817	Q07807	1
P00817	Q12194	1
P00830	P00854	1
P00830	P02829	1
P00830	P09457	1
P00830	P21306	1
P00830	P38077	1
P00830	P39517	1
P00830	P49334	1
P00830	Q06405	1
P00830	Q12165	1
P00856	P00830	1
P00856	P00854	1
P00856	P05626	1
P00856	P18496	1
P00856	P30902	1
P00856	P32335	1
P00890	P17505	1
P00899	P00937	1
P00899	P38764	1
P00899	P43588	1
P00899	Q07807	1
P00924	P00924	1
P00927	P00927	1
P00927	P25454	1
P00942	P00942	1
P00942	P39517	1
P00950	P00950	1
P00950	P38886	1
P00950	P39517	1
P00950	P39940	1
P00958	P39517	1
P01097	P36022	1
P01123	P32601	1
P01123	P39958	1
P01123	P46944	1
P01123	P53093	1
P01123	P53845	1
P01123	Q01590	1
P01123	Q12527	1
P01149	D6VTK4	1
P01149	Q07807	1
P02294	P04912	1
P02294	P22336	1
P02294	P25293	1
P02294	P32349	1
P02294	P38144	1
P02294	P39517	1
P02294	P53067	1
P02294	Q06164	1
P02294	Q06188	1
P02294	Q12161	1
P02294	Q12510	1
P02309	P02294	1
P02309	P02309	1
P02309	P04912	1
P02309	P06701	1
P02309	P09440	1
P02309	P09547	1
P02309	P11978	1
P02309	P12962	1
P02309	P22082	1
P02309	P22138	1
P02309	P22216	1
P02309	P22336	1
P02309	P25293	1
P02309	P25632	1
P02309	P32333	1
P02309	P32337	1
P02309	P32349	1
P02309	P32479	1
P02309	P32505	1
P02309	P32558	1
P02309	P32591	1
P02309	P32657	1
P02309	P32832	1
P02309	P35189	1
P02309	P35817	1
P02309	P36012	1
P02309	P36013	1
P02309	P38144	1
P02309	P38313	1
P02309	P38781	1
P02309	P39517	1
P02309	P39521	1
P02309	P39984	1
P02309	P40069	1
P02309	P40161	1
P02309	P40513	1
P02309	P40963	1
P02309	P43554	1
P02309	P43590	1
P02309	P43596	1
P02309	P46677	1
P02309	P47037	1
P02309	P47170	1
P02309	P53037	1
P02309	P53115	1
P02309	P53236	1
P02309	P53298	1
P02309	P53628	1
P02309	P53853	1
P02309	Q02206	1
P02309	Q02486	1
P02309	Q02983	1
P02309	Q03124	1
P02309	Q03214	1
P02309	Q03330	1
P02309	Q03973	1
P02309	Q04089	1
