P00350	P00350	1
P00509	P00509	1
P00579	P0AFX4	1
P00579	P77396	1
P00936	P15038	1
P00960	P00961	1
P02925	P39336	1
P04983	P16685	1
P05704	P45543	1
P05852	P76256	1
P06134	P69931	1
P06612	P02925	1
P06710	P28632	1
P06987	P06987	1
P06987	P0ACA7	1
P06993	P0ACG8	1
P07000	Q46864	1
P07395	P08312	1
P07395	P0AG90	1
P07639	P68646	1
P0A6A6	P30126	1
P0A6Z6	P77650	1
P0A7C2	P17410	1
P0A7L8	Q46864	1
P0A805	P0A8E1	1
P0A805	P0AD49	1
P0A862	P0A8E1	1
P0A8D3	P77390	1
P0A8F8	P0AFY8	1
P0A8P6	P0A9E0	1
P0A9F3	P0DM85	1
P0A9N4	P64455	1
P0AA37	P0A8P1	1
P0AAU7	Q46864	1
P0AAY6	Q46953	1
P0ABB0	P0ABB4	1
P0ABD5	P0A9Q5	1
P0ABH9	P68646	1
P0ABI8	P77806	1
P0ABS8	P03007	1
P0AC47	P08337	1
P0AC92	P0AC92	1
P0ACA7	P0ACA7	1
P0ACJ8	P06993	1
P0ACJ8	P0A8E5	1
P0ACJ8	P0AFG0	1
P0ACL5	P23893	1
P0ACN4	P0ACN4	1
P0ACQ0	Q46864	1
P0ACS9	P76215	1
P0ACU0	P0ACU0	1
P0ACU2	P04951	1
P0ACZ4	P0AFB8	1
P0ACZ4	P45577	1
P0AD21	P0A6F1	1
P0AEJ8	P18196	1
P0AES0	P0AG30	1
P0AES0	P31574	1
P0AFB5	P09153	1
P0AFT5	P0A823	1
P0AFT8	P45579	1
P0AFW4	P0ACJ0	1
P0AG30	P32157	1
P0AGB6	P0AFX7	1
P0AGB6	Q46864	1
P0DTT0	P75864	1
P10121	P0AGD7	1
P11989	P06710	1
P14900	P14900	1
P16433	P0A9F1	1
P16433	P30750	1
P18196	P39409	1
P19317	P09152	1
P19636	P76551	1
P19930	P0ACD8	1
P20605	P06710	1
P22106	P22106	1
P23862	P0ACJ8	1
P23862	P77732	1
P23869	P16918	1
P24192	P0AAM7	1
P28630	P17117	1
P28905	P28632	1
P31552	P0ACN4	1
P32177	P0A6B7	1
P33596	P61949	1
P33650	P33650	1
P36659	P0A6Y8	1
P36979	P0A9A6	1
P37773	P37773	1
P38038	P75863	1
P39409	P09147	1
P39409	P0AEF4	1
P41443	P76086	1
P45543	P0AG07	1
P45579	P45579	1
P54745	P0ACA3	1
P60566	P0A9U1	1
P63284	P33014	1
P64503	P0A6R3	1
P64503	P0A8G9	1
P64503	P0ACP7	1
P64503	P76268	1
P64534	P0AAX8	1
P65556	P31663	1
P75767	P0AEW6	1
P75869	P75960	1
P75957	P31802	1
P76079	P0AEF4	1
P76086	P0AE82	1
P76237	P32715	1
P76339	Q46896	1
P76373	P0A8F8	1
P76407	P0ABH7	1
P76502	Q2EES9	1
P77174	P0AFW4	1
P77174	P75824	1
P77425	P0ACR0	1
P77609	P0ABQ4	1
P77609	P17952	1
P77609	P76555	1
P77802	P76594	1
P77806	P68646	1
Q46864	P69222	1
Q47147	P12996	1
P00350	P06993	0
P00350	P0ACG8	0
P00509	P0A823	0
P00509	P0A9Q5	0
P00509	P64455	0
P00579	P0A6F1	0
P00579	P0A9E0	0
P00579	P0ACJ0	0
P00936	P36979	0
P00960	Q47147	0
P00961	P09152	0
P02925	P0A9A6	0
P04983	P30126	0
P05704	P0ACN4	0
P05852	P16918	0
P06612	P18196	0
P06612	P76551	0
P06987	P19930	0
P07000	P28632	0
P07395	P0ACA3	0
P07395	P0ACZ4	0
P08312	P20605	0
P08312	P39336	0
P08337	P0AFG0	0
P0A6B7	P0A8G9	0
P0A6B7	Q46953	0
P0A6R3	P0AAM7	0
P0A6Y8	P09152	0
P0A805	P0AFX7	0
P0A805	P18196	0
P0A805	P31663	0
P0A862	P75863	0
P0A862	P77650	0
P0A8P6	P19930	0
P0A8P6	P65556	0
P0A9F3	P77396	0
P0AA37	P0A9F1	0
P0AA37	P0ACJ0	0
P0AAU7	P64455	0
P0AAX8	P0ACU0	0
P0AAX8	P32715	0
P0AAY6	P76256	0
P0ABD5	P0AFT8	0
P0ABH7	P76555	0
P0ABH9	P14900	0
P0ABQ4	P0A9F1	0
P0AC47	P0ACD8	0
P0AC47	P28905	0
P0ACA3	P0ACN4	0
P0ACD8	P32157	0
P0ACJ8	P0ABH9	0
P0ACJ8	P76551	0
P0ACP7	P75767	0
P0ACQ0	P07395	0
P0ACS9	P75824	0
P0ACU2	P0A9U1	0
P0ACU2	P30750	0
P0ACZ4	P76079	0
P0AD21	P0ACA3	0
P0AD21	P69222	0
P0AE82	P33650	0
P0AFG0	P0A6Z6	0
P0AFG0	P0ACL5	0
P0AFT5	P0AGD7	0
P0AFT8	P0AA37	0
P0AFT8	P0AFX7	0
P0AFT8	P36659	0
P0AFW4	P0A6Z6	0
P0AFX7	P09152	0
P0AG07	P19636	0
P0AG30	P0A9E0	0
P0AG30	P33014	0
P0AGB6	P23869	0
P0AGB6	P28905	0
P0AGD7	P06710	0
P10121	P0ACA7	0
P11989	P0A9N4	0
P16433	P0A7C2	0
P16685	P0AEW6	0
P19317	P23869	0
P22106	P24192	0
P22106	P60566	0
P23862	P00509	0
P23869	P76551	0
P28905	P30126	0
P31663	P76079	0
P32177	P76268	0
P32715	P33014	0
P33650	P0ACU0	0
P36659	P65556	0
P36979	P16685	0
P38038	P28905	0
P38038	P30750	0
P41443	P06993	0
P41443	P0A8E5	0
P45543	P0AFX4	0
P60566	P0A7L8	0
P60566	P39409	0
P60566	P77390	0
P64503	P02925	0
P68646	P33596	0
P69931	P77650	0
P75767	P0A9A6	0
P75864	P0DM85	0
P75869	P39409	0
P75957	P0ACD8	0
P75957	P0ACU0	0
P75957	P76502	0
P76086	P64455	0
P76237	P00579	0
P76268	P0A8E5	0
P76502	P16918	0
P76594	P0AFY8	0
P77174	P76237	0
P77425	P0A9F1	0
P77425	P0AFG0	0
P77425	P0AFY8	0
P77425	P30750	0
P77609	P76256	0
P77732	P65556	0
P77802	P08337	0
P77802	P45579	0
Q2EES9	P0ABS8	0
Q2EES9	P19930	0
Q46864	P76551	0
